Ngày,Cao
18/05/2022,263.6
19/05/2022,257.67
20/05/2022,258.54
23/05/2022,261.5
24/05/2022,261.33
25/05/2022,264.58
26/05/2022,267.11
27/05/2022,273.34
31/05/2022,274.77
01/06/2022,277.69
02/06/2022,274.65
03/06/2022,273.45
06/06/2022,274.18
07/06/2022,273.13
08/06/2022,273.0
09/06/2022,272.71
10/06/2022,260.58
13/06/2022,249.02
14/06/2022,245.74
15/06/2022,255.3
16/06/2022,247.42
17/06/2022,250.5
21/06/2022,254.75
22/06/2022,257.17
23/06/2022,259.37
24/06/2022,267.98
27/06/2022,268.3
28/06/2022,266.91
29/06/2022,261.97
30/06/2022,259.53
01/07/2022,259.77
05/07/2022,262.98
06/07/2022,267.99
07/07/2022,269.05
08/07/2022,268.1
11/07/2022,266.53
12/07/2022,265.94
13/07/2022,253.55
14/07/2022,255.14
15/07/2022,260.37
18/07/2022,260.84
19/07/2022,259.72
20/07/2022,264.87
21/07/2022,264.89
22/07/2022,265.33
25/07/2022,261.5
26/07/2022,259.88
27/07/2022,270.05
28/07/2022,277.84
29/07/2022,282.0
01/08/2022,281.28
02/08/2022,277.89
03/08/2022,283.5
04/08/2022,283.8
05/08/2022,283.65
08/08/2022,285.92
09/08/2022,283.08
10/08/2022,289.81
11/08/2022,291.21
12/08/2022,291.91
15/08/2022,294.18
16/08/2022,294.04
17/08/2022,293.35
18/08/2022,291.91
19/08/2022,289.25
22/08/2022,282.46
23/08/2022,278.86
24/08/2022,277.23
25/08/2022,279.02
26/08/2022,280.34
29/08/2022,267.4
30/08/2022,267.05
31/08/2022,267.11
01/09/2022,260.89
02/09/2022,264.74
06/09/2022,257.83
07/09/2022,258.83
08/09/2022,260.43
09/09/2022,265.23
12/09/2022,267.45
13/09/2022,260.4
14/09/2022,254.23
15/09/2022,251.4
16/09/2022,245.3
19/09/2022,245.14
20/09/2022,243.51
21/09/2022,247.66
22/09/2022,243.86
23/09/2022,241.13
26/09/2022,241.45
27/09/2022,241.8
28/09/2022,242.33
29/09/2022,239.95
30/09/2022,240.54
03/10/2022,241.61
04/10/2022,250.36
05/10/2022,250.58
06/10/2022,250.34
07/10/2022,241.32
10/10/2022,234.56
11/10/2022,229.06
12/10/2022,227.86
13/10/2022,236.1
14/10/2022,237.24
17/10/2022,238.96
18/10/2022,243.93
19/10/2022,239.61
20/10/2022,241.31
21/10/2022,243.0
24/10/2022,247.84
25/10/2022,251.04
26/10/2022,238.3
27/10/2022,233.69
28/10/2022,236.6
31/10/2022,234.92
01/11/2022,235.74
02/11/2022,231.3
03/11/2022,220.41
04/11/2022,221.59
07/11/2022,228.41
08/11/2022,231.65
09/11/2022,228.63
10/11/2022,243.33
11/11/2022,247.99
14/11/2022,243.91
15/11/2022,247.0
16/11/2022,243.8
17/11/2022,243.25
18/11/2022,243.74
21/11/2022,244.67
22/11/2022,245.31
23/11/2022,248.28
25/11/2022,248.7
28/11/2022,246.65
29/11/2022,242.79
30/11/2022,255.33
01/12/2022,256.12
02/12/2022,256.06
05/12/2022,253.82
06/12/2022,251.86
07/12/2022,246.16
08/12/2022,248.74
09/12/2022,248.31
12/12/2022,252.54
13/12/2022,263.92
14/12/2022,262.59
15/12/2022,254.2
16/12/2022,249.84
19/12/2022,245.21
20/12/2022,242.91
21/12/2022,245.62
22/12/2022,241.99
23/12/2022,238.87
27/12/2022,238.93
28/12/2022,239.72
29/12/2022,241.92
30/12/2022,239.96
03/01/2023,245.75
04/01/2023,232.87
05/01/2023,227.55
06/01/2023,225.76
09/01/2023,231.24
10/01/2023,231.31
11/01/2023,235.95
12/01/2023,239.9
13/01/2023,239.37
17/01/2023,240.91
18/01/2023,242.38
19/01/2023,235.52
20/01/2023,240.74
23/01/2023,245.16
24/01/2023,243.95
25/01/2023,243.3
26/01/2023,248.31
27/01/2023,249.83
30/01/2023,245.6
31/01/2023,247.95
01/02/2023,255.18
02/02/2023,264.69
03/02/2023,264.2
06/02/2023,258.3
07/02/2023,268.77
08/02/2023,276.76
09/02/2023,273.98
10/02/2023,264.09
13/02/2023,274.6
14/02/2023,274.97
15/02/2023,270.73
16/02/2023,266.74
17/02/2023,260.09
21/02/2023,255.49
22/02/2023,254.34
23/02/2023,256.84
24/02/2023,251.0
27/02/2023,252.82
28/02/2023,251.49
01/03/2023,250.93
02/03/2023,251.4
03/03/2023,255.62
06/03/2023,260.12
07/03/2023,257.69
08/03/2023,254.54
09/03/2023,259.56
10/03/2023,252.79
13/03/2023,257.91
14/03/2023,261.07
15/03/2023,266.48
16/03/2023,276.56
17/03/2023,283.33
20/03/2023,277.48
21/03/2023,275.0
22/03/2023,281.04
23/03/2023,281.06
24/03/2023,280.63
27/03/2023,281.46
28/03/2023,276.14
29/03/2023,281.14
30/03/2023,284.46
31/03/2023,289.27
03/04/2023,288.27
04/04/2023,290.45
05/04/2023,287.15
06/04/2023,292.08
10/04/2023,289.6
11/04/2023,285.98
12/04/2023,287.01
13/04/2023,289.9
14/04/2023,288.48
17/04/2023,291.6
18/04/2023,291.76
19/04/2023,289.05
20/04/2023,289.03
21/04/2023,286.27
24/04/2023,284.95
25/04/2023,281.6
26/04/2023,299.57
27/04/2023,305.2
28/04/2023,308.93
01/05/2023,308.6
02/05/2023,309.18
03/05/2023,308.61
04/05/2023,307.76
05/05/2023,311.97
08/05/2023,310.2
09/05/2023,310.04
10/05/2023,313.0
11/05/2023,311.12
12/05/2023,310.65
15/05/2023,309.89
